RegionName	,Type of adjustment	,Measure	,Year	,Mean	,RSD	,RMD	,m_obs
TUN	,Normalised	,PBCA	,1973	,4.629419e+00	,3.348193e-02	,2.367530e-02	,2
TUN	,Normalised	,PBCA	,1974	,5.142525e+00	,4.246787e-02	,3.002932e-02	,2
TUN	,Normalised	,PBCA	,1975	,5.260447e+00	,4.940727e-02	,3.493621e-02	,2
TUN	,Normalised	,PBCA	,1976	,5.581331e+00	,4.001622e-02	,2.829574e-02	,2
TUN	,Normalised	,PBCA	,1977	,6.365285e+00	,5.895896e-02	,4.169028e-02	,2
TUN	,Normalised	,PBCA	,1978	,7.061325e+00	,5.724686e-02	,4.047964e-02	,2
TUN	,Normalised	,PBCA	,1979	,8.302567e+00	,5.019112e-02	,3.549048e-02	,2
TUN	,Normalised	,PBCA	,1980	,9.062768e+00	,3.698594e-02	,2.615301e-02	,2
TUN	,Normalised	,PBCA	,1981	,9.372830e+00	,3.861658e-02	,2.730605e-02	,2
TUN	,Normalised	,PBCA	,1982	,9.088548e+00	,3.708059e-02	,2.621994e-02	,2
TUN	,Normalised	,PBCA	,1983	,1.067760e+01	,4.972033e-02	,3.515759e-02	,2
TUN	,Normalised	,PBCA	,1984	,1.100502e+01	,3.631391e-02	,2.567781e-02	,2
TUN	,Normalised	,PBCA	,1985	,1.137379e+01	,3.600147e-02	,2.545689e-02	,2
TUN	,Normalised	,PBCA	,1986	,1.158561e+01	,2.405082e-02	,1.700650e-02	,2
TUN	,Normalised	,PBCA	,1987	,1.148804e+01	,3.530343e-03	,2.496330e-03	,2
TUN	,Normalised	,PBCA	,1988	,1.222157e+01	,7.079321e-03	,5.005836e-03	,2
TUN	,Normalised	,PBCA	,1989	,1.308522e+01	,1.887096e-02	,1.334378e-02	,2
TUN	,Normalised	,PBCA	,1990	,1.336843e+01	,4.562472e-02	,3.226155e-02	,2
TUN	,Normalised	,PBCA	,1991	,1.466036e+01	,4.184820e-02	,2.959114e-02	,2
TUN	,Normalised	,PBCA	,1992	,1.486237e+01	,2.198160e-02	,1.554334e-02	,2
TUN	,Normalised	,PBCA	,1993	,1.587697e+01	,1.700728e-02	,1.202596e-02	,2
TUN	,Normalised	,PBCA	,1994	,1.564683e+01	,1.325209e-02	,9.370639e-03	,2
TUN	,Normalised	,PBCA	,1995	,1.560035e+01	,2.999200e-02	,2.441175e-02	,3
TUN	,Normalised	,PBCA	,1996	,1.638040e+01	,1.429728e-02	,1.199189e-02	,3
TUN	,Normalised	,PBCA	,1997	,1.689183e+01	,2.195791e-02	,1.856467e-02	,3
TUN	,Normalised	,PBCA	,1998	,1.772076e+01	,1.154391e-02	,1.006419e-02	,3
TUN	,Normalised	,PBCA	,1999	,1.843433e+01	,3.000901e-02	,2.489407e-02	,3
TUN	,Normalised	,PBCA	,2000	,1.955208e+01	,1.239743e-02	,1.095478e-02	,3
TUN	,Normalised	,PBCA	,2001	,2.038442e+01	,9.802417e-03	,8.712671e-03	,3
TUN	,Normalised	,PBCA	,2002	,2.029525e+01	,4.278636e-03	,3.697256e-03	,3
TUN	,Normalised	,PBCA	,2003	,2.031173e+01	,1.059579e-02	,8.500705e-03	,3
TUN	,Normalised	,PBCA	,2004	,2.128384e+01	,1.328758e-02	,1.171162e-02	,3
TUN	,Normalised	,PBCA	,2005	,2.187923e+01	,0	,0	,3
TUN	,Normalised	,PBCA	,2006	,2.232715e+01	,9.858548e-03	,7.725910e-03	,3
TUN	,Normalised	,PBCA	,2007	,2.313239e+01	,1.098349e-02	,8.620077e-03	,3
TUN	,Normalised	,PBCA	,2008	,2.363632e+01	,1.308610e-02	,1.143686e-02	,3
TUN	,Normalised	,PBCA	,2009	,2.349575e+01	,1.541706e-02	,1.333993e-02	,3
TUN	,Normalised	,PBCA	,2010	,2.524983e+01	,5.039199e-02	,4.414152e-02	,3
TUN	,Normalised	,PBCA	,2011	,2.388811e+01	,4.666958e-02	,4.112364e-02	,3
TUN	,Normalised	,PBCA	,2012	,2.480877e+01	,5.914607e-02	,4.182259e-02	,2
TUN	,Normalised	,PBCA	,2013	,2.511499e+01	,7.211342e-02	,5.099189e-02	,2
TUN	,Normalised	,PBCA	,2014	,2.654218e+01	,4.593155e-02	,3.247851e-02	,2
TUN	,Normalised	,PBCA	,2015	,2.687197e+01	,4.889614e-02	,3.457479e-02	,2
TUN	,Normalised	,PBCA	,2016	,2.643710e+01	,0	,0	,1
TWN	,Normalised	,PBCA	,1960	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1961	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1962	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1963	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1964	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1965	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1966	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1967	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1968	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1969	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1970	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1971	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1972	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1973	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1974	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1975	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1976	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1977	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1978	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1979	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1980	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1981	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1982	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1983	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1984	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1985	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1986	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1987	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1988	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1989	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1990	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1991	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1992	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1993	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1994	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1995	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1996	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1997	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1998	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,1999	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,2000	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,2001	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,2002	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,2003	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,2004	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,2005	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,2006	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,2007	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,2008	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,2009	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,2010	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,2011	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,2012	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,2013	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,2014	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,2015	,NaN	,NaN	,NaN	,0
TWN	,Normalised	,PBCA	,2016	,NaN	,NaN	,NaN	,0
VNM	,Normalised	,PBCA	,1960	,7.198788e+00	,0	,0	,1
VNM	,Normalised	,PBCA	,1961	,7.674382e+00	,0	,0	,1
VNM	,Normalised	,PBCA	,1962	,8.981908e+00	,0	,0	,1
VNM	,Normalised	,PBCA	,1963	,8.763281e+00	,0	,0	,1
VNM	,Normalised	,PBCA	,1964	,1.133873e+01	,0	,0	,1
VNM	,Normalised	,PBCA	,1965	,1.264893e+01	,0	,0	,1
VNM	,Normalised	,PBCA	,1966	,1.845036e+01	,0	,0	,1
VNM	,Normalised	,PBCA	,1967	,2.208734e+01	,0	,0	,1
VNM	,Normalised	,PBCA	,1968	,2.270173e+01	,0	,0	,1
VNM	,Normalised	,PBCA	,1969	,2.602485e+01	,0	,0	,1
VNM	,Normalised	,PBCA	,1970	,2.148648e+01	,3.694499e-01	,2.612405e-01	,2
VNM	,Normalised	,PBCA	,1971	,1.966918e+01	,2.805964e-01	,1.984116e-01	,2
VNM	,Normalised	,PBCA	,1972	,1.874770e+01	,2.573668e-01	,1.819858e-01	,2
VNM	,Normalised	,PBCA	,1973	,2.060264e+01	,2.413067e-01	,1.706296e-01	,2
VNM	,Normalised	,PBCA	,1974	,1.623751e+01	,1.829682e-01	,1.293781e-01	,2
VNM	,Normalised	,PBCA	,1975	,1.876592e+01	,1.645841e-01	,1.163785e-01	,2
VNM	,Normalised	,PBCA	,1976	,1.268655e+01	,7.675995e-02	,5.427748e-02	,2
VNM	,Normalised	,PBCA	,1977	,1.385945e+01	,8.270454e-02	,5.848094e-02	,2
VNM	,Normalised	,PBCA	,1978	,1.419915e+01	,6.011323e-02	,4.250647e-02	,2
VNM	,Normalised	,PBCA	,1979	,1.490971e+01	,6.825547e-02	,4.826391e-02	,2
VNM	,Normalised	,PBCA	,1980	,1.548195e+01	,6.067155e-02	,4.290127e-02	,2
VNM	,Normalised	,PBCA	,1981	,1.612935e+01	,7.780083e-02	,5.501349e-02	,2
VNM	,Normalised	,PBCA	,1982	,1.707046e+01	,4.664441e-02	,3.298258e-02	,2
VNM	,Normalised	,PBCA	,1983	,1.816567e+01	,2.771628e-02	,1.959837e-02	,2
VNM	,Normalised	,PBCA	,1984	,1.732847e+01	,4.242504e-02	,2.999904e-02	,2
VNM	,Normalised	,PBCA	,1985	,1.913296e+01	,8.373132e-02	,5.920698e-02	,2
VNM	,Normalised	,PBCA	,1986	,1.975885e+01	,2.634422e-04	,1.862818e-04	,2
VNM	,Normalised	,PBCA	,1987	,2.217792e+01	,1.177006e-02	,8.322690e-03	,2
VNM	,Normalised	,PBCA	,1988	,2.184736e+01	,1.843050e-02	,1.303234e-02	,2
VNM	,Normalised	,PBCA	,1989	,1.758152e+01	,7.364826e-02	,5.207719e-02	,2
VNM	,Normalised	,PBCA	,1990	,1.953561e+01	,5.945544e-02	,4.204134e-02	,2
VNM	,Normalised	,PBCA	,1991	,1.958901e+01	,5.524222e-02	,3.906215e-02	,2
VNM	,Normalised	,PBCA	,1992	,1.999370e+01	,2.090804e-02	,1.478422e-02	,2
VNM	,Normalised	,PBCA	,1993	,2.242235e+01	,4.305994e-02	,3.044798e-02	,2
VNM	,Normalised	,PBCA	,1994	,2.591803e+01	,6.148555e-02	,4.347685e-02	,2
VNM	,Normalised	,PBCA	,1995	,3.008502e+01	,7.693136e-02	,6.328227e-02	,3
VNM	,Normalised	,PBCA	,1996	,3.441069e+01	,4.290830e-02	,3.560445e-02	,3
VNM	,Normalised	,PBCA	,1997	,4.148514e+01	,2.621445e-02	,2.322092e-02	,3
VNM	,Normalised	,PBCA	,1998	,4.521751e+01	,9.285411e-03	,8.231549e-03	,3
VNM	,Normalised	,PBCA	,1999	,4.578374e+01	,1.712798e-02	,1.367674e-02	,3
VNM	,Normalised	,PBCA	,2000	,5.058657e+01	,9.722627e-03	,7.772750e-03	,3
VNM	,Normalised	,PBCA	,2001	,5.641299e+01	,1.366623e-02	,1.186784e-02	,3
VNM	,Normalised	,PBCA	,2002	,6.579972e+01	,1.054088e-02	,8.918214e-03	,3
VNM	,Normalised	,PBCA	,2003	,7.111698e+01	,2.848088e-02	,2.450859e-02	,3
VNM	,Normalised	,PBCA	,2004	,8.400033e+01	,5.542500e-03	,4.922911e-03	,3
VNM	,Normalised	,PBCA	,2005	,9.124502e+01	,0	,0	,3
VNM	,Normalised	,PBCA	,2006	,9.434612e+01	,9.281746e-03	,7.219292e-03	,3
VNM	,Normalised	,PBCA	,2007	,1.016746e+02	,4.212280e-02	,3.383209e-02	,3
VNM	,Normalised	,PBCA	,2008	,1.133594e+02	,3.482753e-02	,2.968190e-02	,3
VNM	,Normalised	,PBCA	,2009	,1.259325e+02	,5.350317e-02	,4.194466e-02	,3
VNM	,Normalised	,PBCA	,2010	,1.403654e+02	,6.159012e-02	,5.374286e-02	,3
VNM	,Normalised	,PBCA	,2011	,1.472619e+02	,4.810804e-02	,4.196019e-02	,3
VNM	,Normalised	,PBCA	,2012	,1.410433e+02	,1.085463e-01	,7.675385e-02	,2
VNM	,Normalised	,PBCA	,2013	,1.453905e+02	,1.002097e-01	,7.085896e-02	,2
VNM	,Normalised	,PBCA	,2014	,1.632953e+02	,8.372765e-02	,5.920439e-02	,2
VNM	,Normalised	,PBCA	,2015	,1.835401e+02	,4.675171e-02	,3.305845e-02	,2
VNM	,Normalised	,PBCA	,2016	,1.902655e+02	,0	,0	,1
ZAF	,Normalised	,PBCA	,1960	,8.806205e+01	,0	,0	,1
ZAF	,Normalised	,PBCA	,1961	,9.191088e+01	,0	,0	,1
ZAF	,Normalised	,PBCA	,1962	,9.510612e+01	,0	,0	,1
ZAF	,Normalised	,PBCA	,1963	,9.875588e+01	,0	,0	,1
ZAF	,Normalised	,PBCA	,1964	,1.075949e+02	,0	,0	,1
ZAF	,Normalised	,PBCA	,1965	,1.153298e+02	,0	,0	,1
ZAF	,Normalised	,PBCA	,1966	,1.154152e+02	,0	,0	,1
ZAF	,Normalised	,PBCA	,1967	,1.203880e+02	,0	,0	,1
ZAF	,Normalised	,PBCA	,1968	,1.241625e+02	,0	,0	,1
ZAF	,Normalised	,PBCA	,1969	,1.288328e+02	,0	,0	,1
ZAF	,Normalised	,PBCA	,1970	,1.566989e+02	,1.988945e-01	,1.406396e-01	,2
ZAF	,Normalised	,PBCA	,1971	,1.646369e+02	,1.123466e-01	,7.944105e-02	,2
ZAF	,Normalised	,PBCA	,1972	,1.691847e+02	,1.237342e-01	,8.749330e-02	,2
ZAF	,Normalised	,PBCA	,1973	,1.780842e+02	,1.754831e-01	,1.240853e-01	,2
ZAF	,Normalised	,PBCA	,1974	,1.832147e+02	,1.881096e-01	,1.330136e-01	,2
ZAF	,Normalised	,PBCA	,1975	,1.952014e+02	,2.083396e-01	,1.473184e-01	,2
ZAF	,Normalised	,PBCA	,1976	,2.055701e+02	,2.203008e-01	,1.557762e-01	,2
ZAF	,Normalised	,PBCA	,1977	,2.083095e+02	,1.943141e-01	,1.374008e-01	,2
ZAF	,Normalised	,PBCA	,1978	,1.991029e+02	,1.243216e-01	,8.790868e-02	,2
ZAF	,Normalised	,PBCA	,1979	,2.096631e+02	,8.743965e-02	,6.182917e-02	,2
ZAF	,Normalised	,PBCA	,1980	,2.182565e+02	,8.420861e-02	,5.954448e-02	,2
ZAF	,Normalised	,PBCA	,1981	,2.344621e+02	,1.954577e-02	,1.382094e-02	,2
ZAF	,Normalised	,PBCA	,1982	,2.436278e+02	,4.994835e-02	,3.531882e-02	,2
ZAF	,Normalised	,PBCA	,1983	,2.444898e+02	,1.044275e-01	,7.384138e-02	,2
ZAF	,Normalised	,PBCA	,1984	,2.625591e+02	,1.146528e-01	,8.107176e-02	,2
ZAF	,Normalised	,PBCA	,1985	,2.673187e+02	,1.268837e-01	,8.972030e-02	,2
ZAF	,Normalised	,PBCA	,1986	,2.679654e+02	,1.546671e-01	,1.093662e-01	,2
ZAF	,Normalised	,PBCA	,1987	,2.746410e+02	,1.079778e-01	,7.635180e-02	,2
ZAF	,Normalised	,PBCA	,1988	,2.807333e+02	,1.380413e-01	,9.760993e-02	,2
ZAF	,Normalised	,PBCA	,1989	,2.823160e+02	,1.205779e-01	,8.526145e-02	,2
ZAF	,Normalised	,PBCA	,1990	,2.729062e+02	,4.389184e-02	,3.103622e-02	,2
ZAF	,Normalised	,PBCA	,1991	,2.760472e+02	,8.769102e-02	,6.200692e-02	,2
ZAF	,Normalised	,PBCA	,1992	,2.686305e+02	,1.213342e-02	,8.579627e-03	,2
ZAF	,Normalised	,PBCA	,1993	,2.753455e+02	,6.660668e-02	,4.709803e-02	,2
ZAF	,Normalised	,PBCA	,1994	,2.861213e+02	,9.113600e-02	,6.444289e-02	,2
ZAF	,Normalised	,PBCA	,1995	,2.998052e+02	,7.353643e-02	,6.798830e-02	,4
ZAF	,Normalised	,PBCA	,1996	,3.085083e+02	,6.215034e-02	,5.627510e-02	,4
ZAF	,Normalised	,PBCA	,1997	,3.256074e+02	,6.198913e-02	,5.643465e-02	,4
ZAF	,Normalised	,PBCA	,1998	,3.287812e+02	,5.282524e-02	,4.993275e-02	,4
ZAF	,Normalised	,PBCA	,1999	,3.146847e+02	,6.801256e-02	,6.343033e-02	,4
ZAF	,Normalised	,PBCA	,2000	,3.218669e+02	,6.143812e-02	,5.728112e-02	,4
ZAF	,Normalised	,PBCA	,2001	,3.092805e+02	,7.146402e-02	,6.857014e-02	,4
ZAF	,Normalised	,PBCA	,2002	,3.157116e+02	,4.451532e-02	,4.289962e-02	,4
ZAF	,Normalised	,PBCA	,2003	,3.487079e+02	,4.852740e-02	,4.452721e-02	,4
ZAF	,Normalised	,PBCA	,2004	,3.760815e+02	,5.906105e-02	,5.676492e-02	,4
ZAF	,Normalised	,PBCA	,2005	,3.735580e+02	,0	,0	,4
ZAF	,Normalised	,PBCA	,2006	,3.845270e+02	,3.008769e-02	,2.688475e-02	,4
ZAF	,Normalised	,PBCA	,2007	,4.034540e+02	,2.743459e-02	,2.554378e-02	,4
ZAF	,Normalised	,PBCA	,2008	,4.310946e+02	,2.656888e-02	,2.538277e-02	,4
ZAF	,Normalised	,PBCA	,2009	,4.205272e+02	,5.208489e-02	,4.690023e-02	,4
ZAF	,Normalised	,PBCA	,2010	,4.172977e+02	,2.521545e-02	,2.353045e-02	,4
ZAF	,Normalised	,PBCA	,2011	,4.057970e+02	,3.508432e-02	,3.367887e-02	,4
ZAF	,Normalised	,PBCA	,2012	,4.089797e+02	,5.345134e-02	,4.238453e-02	,3
ZAF	,Normalised	,PBCA	,2013	,4.167104e+02	,4.784005e-02	,4.243882e-02	,3
ZAF	,Normalised	,PBCA	,2014	,4.299681e+02	,5.343999e-02	,4.452061e-02	,3
ZAF	,Normalised	,PBCA	,2015	,4.150282e+02	,5.931350e-02	,5.272311e-02	,3
ZAF	,Normalised	,PBCA	,2016	,4.328258e+02	,3.780730e-02	,2.673380e-02	,2
EU27	,Normalised	,CBCA	,1960	,NaN	,NaN	,NaN	,0
EU27	,Normalised	,CBCA	,1961	,NaN	,NaN	,NaN	,0
EU27	,Normalised	,CBCA	,1962	,NaN	,NaN	,NaN	,0
EU27	,Normalised	,CBCA	,1963	,NaN	,NaN	,NaN	,0
EU27	,Normalised	,CBCA	,1964	,NaN	,NaN	,NaN	,0
EU27	,Normalised	,CBCA	,1965	,NaN	,NaN	,NaN	,0
EU27	,Normalised	,CBCA	,1966	,NaN	,NaN	,NaN	,0
EU27	,Normalised	,CBCA	,1967	,NaN	,NaN	,NaN	,0
EU27	,Normalised	,CBCA	,1968	,NaN	,NaN	,NaN	,0
EU27	,Normalised	,CBCA	,1969	,NaN	,NaN	,NaN	,0
EU27	,Normalised	,CBCA	,1970	,3.942843e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1971	,3.946387e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1972	,4.087936e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1973	,4.335880e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1974	,4.215112e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1975	,4.084817e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1976	,4.331254e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1977	,4.292907e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1978	,4.428154e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1979	,4.620560e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1980	,4.484314e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1981	,4.189342e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1982	,4.078837e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1983	,4.016034e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1984	,4.004229e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1985	,4.066994e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1986	,4.161098e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1987	,4.267940e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1988	,4.266611e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1989	,4.250524e+03	,0	,0	,1
EU27	,Normalised	,CBCA	,1990	,4.571415e+03	,1.187003e-01	,8.393379e-02	,2
EU27	,Normalised	,CBCA	,1991	,4.691381e+03	,1.051345e-01	,7.434129e-02	,2
EU27	,Normalised	,CBCA	,1992	,4.666854e+03	,3.723217e-02	,2.632712e-02	,2
EU27	,Normalised	,CBCA	,1993	,4.571758e+03	,4.827673e-02	,3.413680e-02	,2
EU27	,Normalised	,CBCA	,1994	,4.586262e+03	,4.631922e-02	,3.275264e-02	,2
EU27	,Normalised	,CBCA	,1995	,4.574988e+03	,3.301149e-02	,2.893430e-02	,5
EU27	,Normalised	,CBCA	,1996	,4.661251e+03	,2.599475e-02	,2.523725e-02	,5
EU27	,Normalised	,CBCA	,1997	,4.506578e+03	,3.462999e-02	,2.989172e-02	,5
EU27	,Normalised	,CBCA	,1998	,4.676284e+03	,2.417225e-02	,2.328234e-02	,5
EU27	,Normalised	,CBCA	,1999	,4.680439e+03	,1.387975e-02	,1.363294e-02	,5
EU27	,Normalised	,CBCA	,2000	,4.738273e+03	,1.343348e-02	,1.296862e-02	,5
EU27	,Normalised	,CBCA	,2001	,4.768449e+03	,1.531790e-02	,1.517576e-02	,5
EU27	,Normalised	,CBCA	,2002	,4.745841e+03	,1.684726e-02	,1.619625e-02	,5
EU27	,Normalised	,CBCA	,2003	,4.930800e+03	,8.082354e-03	,7.742637e-03	,5
EU27	,Normalised	,CBCA	,2004	,5.014693e+03	,5.946580e-03	,5.845020e-03	,5
EU27	,Normalised	,CBCA	,2005	,5.027582e+03	,0	,0	,5
EU27	,Normalised	,CBCA	,2006	,5.092333e+03	,1.299226e-02	,1.256776e-02	,5
EU27	,Normalised	,CBCA	,2007	,5.102886e+03	,9.236834e-03	,9.276512e-03	,5
EU27	,Normalised	,CBCA	,2008	,5.033654e+03	,1.026312e-02	,1.018523e-02	,5
EU27	,Normalised	,CBCA	,2009	,4.567055e+03	,1.286599e-02	,1.231366e-02	,5
EU27	,Normalised	,CBCA	,2010	,4.672978e+03	,1.864854e-02	,1.767135e-02	,4
EU27	,Normalised	,CBCA	,2011	,4.543934e+03	,2.554324e-02	,2.341077e-02	,4
EU27	,Normalised	,CBCA	,2012	,4.399021e+03	,1.306210e-02	,1.139502e-02	,3
EU27	,Normalised	,CBCA	,2013	,4.300342e+03	,8.295747e-03	,7.252713e-03	,3
EU27	,Normalised	,CBCA	,2014	,4.167510e+03	,1.168021e-02	,9.538158e-03	,3
EU27	,Normalised	,CBCA	,2015	,4.160817e+03	,6.862588e-03	,6.096472e-03	,3
EU27	,Normalised	,CBCA	,2016	,4.139549e+03	,1.340892e-02	,9.481541e-03	,2
EU15	,Normalised	,CBCA	,1960	,NaN	,NaN	,NaN	,0
EU15	,Normalised	,CBCA	,1961	,NaN	,NaN	,NaN	,0
EU15	,Normalised	,CBCA	,1962	,NaN	,NaN	,NaN	,0
EU15	,Normalised	,CBCA	,1963	,NaN	,NaN	,NaN	,0
EU15	,Normalised	,CBCA	,1964	,NaN	,NaN	,NaN	,0
EU15	,Normalised	,CBCA	,1965	,NaN	,NaN	,NaN	,0
EU15	,Normalised	,CBCA	,1966	,NaN	,NaN	,NaN	,0
EU15	,Normalised	,CBCA	,1967	,NaN	,NaN	,NaN	,0
EU15	,Normalised	,CBCA	,1968	,NaN	,NaN	,NaN	,0
EU15	,Normalised	,CBCA	,1969	,NaN	,NaN	,NaN	,0
EU15	,Normalised	,CBCA	,1970	,3.161673e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1971	,3.157157e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1972	,3.280949e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1973	,3.503753e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1974	,3.408050e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1975	,3.239899e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1976	,3.442457e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1977	,3.369824e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1978	,3.468052e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1979	,3.662073e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1980	,3.529199e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1981	,3.261578e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1982	,3.144314e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1983	,3.082922e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1984	,3.063154e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1985	,3.119920e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1986	,3.220560e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1987	,3.330648e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1988	,3.358317e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1989	,3.392429e+03	,0	,0	,1
EU15	,Normalised	,CBCA	,1990	,3.711235e+03	,8.420195e-02	,5.953977e-02	,2
EU15	,Normalised	,CBCA	,1991	,3.863069e+03	,7.067739e-02	,4.997646e-02	,2
EU15	,Normalised	,CBCA	,1992	,3.884926e+03	,1.280660e-02	,9.055632e-03	,2
EU15	,Normalised	,CBCA	,1993	,3.801123e+03	,3.365163e-02	,2.379529e-02	,2
EU15	,Normalised	,CBCA	,1994	,3.835916e+03	,3.159611e-02	,2.234183e-02	,2
EU15	,Normalised	,CBCA	,1995	,3.835160e+03	,2.911064e-02	,2.714228e-02	,5
EU15	,Normalised	,CBCA	,1996	,3.892512e+03	,2.562800e-02	,2.578176e-02	,5
EU15	,Normalised	,CBCA	,1997	,3.768191e+03	,3.380455e-02	,2.988371e-02	,5
EU15	,Normalised	,CBCA	,1998	,3.954347e+03	,2.482659e-02	,2.422528e-02	,5
EU15	,Normalised	,CBCA	,1999	,3.977432e+03	,1.048894e-02	,1.039966e-02	,5
